GEOID,NAME,education_BA,education_MS,education_tot,eductation_HS,med_age,med_income,total_pop,education_HS_p,education_BA_p,education_MS_p,income_bucket
42101035200,"Census Tract 352, Philadelphia County, Pennsylvania",362,57,3293,616,40.6,70472,4497,0.14,0.08,0.01,high_income
42101035301,"Census Tract 353.01, Philadelphia County, Pennsylvania",215,72,3965,890,38,76365,5724,0.16,0.04,0.01,high_income
42101035302,"Census Tract 353.02, Philadelphia County, Pennsylvania",140,139,3493,695,41.9,53518,4583,0.15,0.03,0.03,mid_income
42101035500,"Census Tract 355, Philadelphia County, Pennsylvania",498,261,5847,779,40.3,49057,7876,0.1,0.06,0.03,mid_income
42101035601,"Census Tract 356.01, Philadelphia County, Pennsylvania",601,55,4445,525,51.2,51212,5843,0.09,0.1,0.01,mid_income
42101035602,"Census Tract 356.02, Philadelphia County, Pennsylvania",321,128,2719,447,42.8,79167,3650,0.12,0.09,0.04,high_income
42101035701,"Census Tract 357.01, Philadelphia County, Pennsylvania",484,87,3608,511,39.7,34130,4944,0.1,0.1,0.02,low_income
42101035702,"Census Tract 357.02, Philadelphia County, Pennsylvania",303,118,2989,604,35.7,37481,4165,0.15,0.07,0.03,mid_income
42101035800,"Census Tract 358, Philadelphia County, Pennsylvania",237,185,5193,648,43.4,62165,7056,0.09,0.03,0.03,high_income
42101035900,"Census Tract 359, Philadelphia County, Pennsylvania",490,72,4513,961,50.1,61520,5745,0.17,0.09,0.01,high_income
42101036000,"Census Tract 360, Philadelphia County, Pennsylvania",233,163,2744,365,56.7,63125,3304,0.11,0.07,0.05,high_income
42101036100,"Census Tract 361, Philadelphia County, Pennsylvania",209,60,2695,562,32.9,58006,4076,0.14,0.05,0.01,high_income
42101036201,"Census Tract 362.01, Philadelphia County, Pennsylvania",385,40,3644,611,40.5,69097,4712,0.13,0.08,0.01,high_income
42101036202,"Census Tract 362.02, Philadelphia County, Pennsylvania",304,98,4463,773,41.8,56300,6062,0.13,0.05,0.02,high_income
42101036203,"Census Tract 362.03, Philadelphia County, Pennsylvania",230,67,3577,707,39.2,76616,5091,0.14,0.05,0.01,high_income
42101036301,"Census Tract 363.01, Philadelphia County, Pennsylvania",136,42,2707,552,37.8,66792,3799,0.15,0.04,0.01,high_income
42101036302,"Census Tract 363.02, Philadelphia County, Pennsylvania",77,177,2392,452,37.2,53232,3624,0.12,0.02,0.05,mid_income
42101036303,"Census Tract 363.03, Philadelphia County, Pennsylvania",579,93,4662,917,39.5,73268,6565,0.14,0.09,0.01,high_income
42101036400,"Census Tract 364, Philadelphia County, Pennsylvania",29,25,935,272,59.1,56042,979,0.28,0.03,0.03,high_income
42101036501,"Census Tract 365.01, Philadelphia County, Pennsylvania",180,147,3861,886,39.9,48958,5262,0.17,0.03,0.03,mid_income
42101036502,"Census Tract 365.02, Philadelphia County, Pennsylvania",187,142,3187,551,43.6,88512,4245,0.13,0.04,0.03,high_income
42101036600,"Census Tract 366, Philadelphia County, Pennsylvania",313,217,2083,54,40.6,122869,2345,0.02,0.13,0.09,very_high_income
42101036700,"Census Tract 367, Philadelphia County, Pennsylvania",830,291,2782,119,33,103566,3341,0.04,0.25,0.09,very_high_income
42101036900,"Census Tract 369, Philadelphia County, Pennsylvania",150,60,1016,64,20.4,32500,5841,0.01,0.03,0.01,low_income
42101037200,"Census Tract 372, Philadelphia County, Pennsylvania",212,50,3552,599,45.5,57177,4427,0.14,0.05,0.01,high_income
42101037300,"Census Tract 373, Philadelphia County, Pennsylvania",455,268,4467,534,46.1,81003,5838,0.09,0.08,0.05,high_income
42101037500,"Census Tract 375, Philadelphia County, Pennsylvania",348,134,2490,197,30.7,71956,3949,0.05,0.09,0.03,high_income
42101037600,"Census Tract 376, Philadelphia County, Pennsylvania",313,204,2569,287,33.6,62750,3109,0.09,0.1,0.07,high_income
42101037700,"Census Tract 377, Philadelphia County, Pennsylvania",146,0,1774,542,19.7,22879,5410,0.1,0.03,0,low_income
42101037800,"Census Tract 378, Philadelphia County, Pennsylvania",364,46,1988,340,36.4,55089,2468,0.14,0.15,0.02,high_income
42101037900,"Census Tract 379, Philadelphia County, Pennsylvania",202,98,4024,750,41.8,58555,5029,0.15,0.04,0.02,high_income
42101038000,"Census Tract 380, Philadelphia County, Pennsylvania",49,3,1401,397,29.6,43398,2357,0.17,0.02,0,mid_income
42101038100,"Census Tract 381, Philadelphia County, Pennsylvania",9,0,568,161,33.9,28819,827,0.19,0.01,0,low_income
42101038200,"Census Tract 382, Philadelphia County, Pennsylvania",95,13,1751,422,29.5,31344,2989,0.14,0.03,0,low_income
42101038300,"Census Tract 383, Philadelphia County, Pennsylvania",25,9,2084,673,31.4,22375,3237,0.21,0.01,0,low_income
42101038400,"Census Tract 384, Philadelphia County, Pennsylvania",218,136,1902,174,46.9,81771,2493,0.07,0.09,0.05,high_income
42101038500,"Census Tract 385, Philadelphia County, Pennsylvania",205,126,1437,88,53.9,66731,1802,0.05,0.11,0.07,high_income
42101038600,"Census Tract 386, Philadelphia County, Pennsylvania",135,134,1076,59,53.3,129417,1350,0.04,0.1,0.1,very_high_income
42101038700,"Census Tract 387, Philadelphia County, Pennsylvania",180,124,1638,167,33.1,158500,2807,0.06,0.06,0.04,very_high_income
42101038800,"Census Tract 388, Philadelphia County, Pennsylvania",424,247,2887,166,45.4,75313,3773,0.04,0.11,0.07,high_income
42101038900,"Census Tract 389, Philadelphia County, Pennsylvania",76,75,2363,386,39.9,38442,3272,0.12,0.02,0.02,mid_income
42101039000,"Census Tract 390, Philadelphia County, Pennsylvania",123,55,4858,1292,27.2,29034,9034,0.14,0.01,0.01,low_income
42101980000,"Census Tract 9800, Philadelphia County, Pennsylvania",8,0,80,20,19.6,62000,691,0.03,0.01,0,high_income
42101980100,"Census Tract 9801, Philadelphia County, Pennsylvania",6,0,20,6,53.5,NA,24,0.25,0.25,0,NA
42101980200,"Census Tract 9802, Philadelphia County, Pennsylvania",3,8,456,70,73.9,104375,521,0.13,0.01,0.02,very_high_income
42101980300,"Census Tract 9803, Philadelphia County, Pennsylvania",0,0,0,0,NA,NA,0,NaN,NaN,NaN,NA
42101980400,"Census Tract 9804, Philadelphia County, Pennsylvania",0,0,0,0,NA,NA,0,NaN,NaN,NaN,NA
42101980500,"Census Tract 9805, Philadelphia County, Pennsylvania",0,0,0,0,NA,NA,0,NaN,NaN,NaN,NA
42101980600,"Census Tract 9806, Philadelphia County, Pennsylvania",0,0,0,0,NA,NA,0,NaN,NaN,NaN,NA
42101980700,"Census Tract 9807, Philadelphia County, Pennsylvania",0,0,0,0,NA,NA,0,NaN,NaN,NaN,NA
42101980800,"Census Tract 9808, Philadelphia County, Pennsylvania",0,0,0,0,NA,NA,0,NaN,NaN,NaN,NA
42101980900,"Census Tract 9809, Philadelphia County, Pennsylvania",0,0,0,0,NA,NA,0,NaN,NaN,NaN,NA
42101989100,"Census Tract 9891, Philadelphia County, Pennsylvania",5,0,1484,754,31.2,NA,2107,0.36,0,0,NA
