stop_id,daily_ons,daily_offs
482,8,6
483,116.31166932482722,149.1415128730918
485,80,59
486,80.41858778046858,132.2140151601065
487,173.53434343434344,236.16684704184703
488,160,136
489,142.5127344877345,89.00840548340548
491,0,26
493,9,124
496,279.7720148487563,190.3490801295368
497,350.64965890662484,398.71452733712795
499,20.181166700516545,26.349688847444266
500,0,5.698717948717949
502,274.8753780662062,183.78434319378593
505,126.4442377797641,75.66912239806976
507,17.150396825396825,13.001984126984127
511,82.7108993131052,35.50058585205644
513,63.036127271421385,14.18861187831776
514,31.346971559983068,7.214033841975018
515,1016.8050743697382,1432.6056206095545
516,56,31
519,7.454304845481316,32.10212051020874
520,16.90493109831345,69.66191537220949
521,1.2566781257957729,9.482630196600784
523,1400.5101212770717,1319.764854375071
524,42,0
525,17,62
526,25,34
527,6,71
532,4,0
533,0,5
535,19,39
536,43,25
537,1,73
539,140.19188034188033,137.14343434343434
540,67.61602564102564,78.608547008547
541,396.2480769230769,747.2816239316239
542,27.55,101.26363636363637
543,6,72.5111111111111
544,80.17988677988679,1.3409090909090908
545,101.61636141636141,23.627078477078477
546,653.643351093351,401.7199911199911
548,63.74650904650905,109.67064602064602
551,6,5
552,5,12
553,11,5
554,19,26
556,1,8
557,26,18
558,11,12
559,12,15
560,21,35
563,164,45
564,56,15
567,119,206
573,49.74752645617197,21.028825392014248
574,22,24
575,73,75
577,31,61
581,20.304751300184737,8.504136936335078
582,11.901354207081761,80.43870708181854
584,26.51614426331014,159.51660889258258
585,77.42397149633992,24.812229188080583
586,6.684819549215834,22.885517473246306
587,133.8802901770983,72.70668071982011
589,373.4948369633577,228.37967639013422
590,82,53
591,31,22
592,22,8
593,426.0437953322105,307.72851841225673
595,96.94330724601673,59.906928587441556
596,184.4465446060557,318.204575280792
597,94.77060150092268,247.90391617241409
598,51,38
604,44.08362560641972,213.79252800862707
613,567.3333333333334,531.6666666666666
615,12.425396825396826,33.62301587301587
617,128.8,103.87222222222222
618,92.54047619047618,118.17142857142858
622,57,80
623,67,53
624,14.666666666666666,8.533333333333333
630,42.61746031746032,23.08809523809524
631,11.572222222222223,57.15
632,534.3571428571429,553.6619047619048
633,13.7,7.011904761904762
634,5,0
635,164,98
636,2,0
638,117,134
640,1,45
641,2,6
642,16,38
643,0,4
644,805.224054495227,611.2541039594428
646,117.03488178488179,322.611433011433
647,8.065639915639915,16.366305916305915
651,20.13989295728426,32.66249366575453
653,319.9215728715729,135.02215007215008
656,33.32581357668819,120.20515144097962
657,255,34
659,76,83
660,132,438
663,160,121
664,89,36
669,0,13
670,140,16
671,136,137
672,77,191
673,112.4047619047619,6.161904761904762
674,101,50
675,105,160
676,17,136
678,68.3827454666077,11.614431298835324
679,32,1
680,29,19
681,161,213
684,0,3
685,6.49781746031746,2.981547619047619
686,0,41
687,20,12
689,141,151
690,12,81
691,4,6
692,23.344360902255637,96.84912280701754
694,60,49
695,1,0
696,7,0
698,6,13
699,419,124
703,76,327
705,0,9
706,1,3
709,167,4
710,103,12
711,634,748
712,64,152
715,147,54
716,702,703
717,88,262
721,30.133333333333333,0
722,536.654292929293,629.8335073423309
723,190.68340336134455,83.6562646503823
724,220.98111888111887,247.62325142178082
725,20.44031328148975,15.8832526950174
728,936.1638564050329,1123.2924668468786
729,109.93659445130034,252.2242628286746
730,57.88229140140905,310.05225999490705
732,185.10119047619048,32.18650793650794
733,236.1131482896189,50.15431839402427
734,175.39125074272133,123.20599057804941
735,788.0093116034293,812.5691367456074
736,117.147542653425,152.0616692131398
737,221.58522833375775,156.7490599270011
738,18.1594847962495,33.22814946491417
740,1,31
741,202.59020440343969,178.61333601039485
742,72.14876071640778,150.36257957728546
746,106.85741370336602,50.53506870534263
747,191.82298403167852,81.11067763853471
748,41.12524856989084,23.94052542823716
751,185.9389679363329,155.31629217139908
752,42.88811711274687,134.87551655413458
753,381.12374265360427,154.69426481263488
756,862.5872682872683,840.2464785214785
759,2.7916666666666665,32.410714285714285
766,17.833333333333332,0
767,433,123
768,232,108
769,915,1391
771,140,325
776,48,293
777,336,124
779,1473,1193
780,246,347
781,159,477
784,2.3782467532467533,0.2909090909090909
785,30.606159118659118,49.60744533244533
787,6.176302863802864,19.093623043623044
788,21.203174603174602,0.38257575757575757
790,75.57794705294705,19.926101676101677
791,43.26143301143301,19.3769203019203
801,96.18888888888888,89.57575757575758
806,26.083101983710343,38.59661072694517
807,12.977264263577565,79.83953221349063
808,2.4696405946254365,10.38981969353472
809,841.9649021905235,931.7000304164104
810,15.357553798858147,16.694444444444446
811,131.96666666666667,215.575
814,75.13285881281186,61.13325117274664
816,32.29086955436772,3.237524454321928
817,4.126984126984127,0.9833333333333334
818,582.8821428571429,690.1166666666667
821,4.921637467355877,4.299047979449389
822,55.236070871627746,14.939671131956214
823,42.366430545126214,42.62014688511985
826,27.415375933835687,43.25633054595903
827,687.4662441016156,951.5014979344701
828,91.50123921915717,170.981543735762
829,34.657846737026304,31.927585336060567
837,185.06110894179778,109.48886128491391
839,64.53996830482899,35.56643787928618
841,1644.3366502778267,1058.4066420507597
842,37.158362715715654,40.84755293725882
843,23.97748917748918,26.890458152958153
844,190.45027333777333,321.9239015112854
845,156.33325873472933,56.148707093560034
846,98.7110823000529,176.37607825181354
849,78.10973201634967,35.91757572492867
850,581.9913939818351,360.65223273458565
851,33.62914112031759,73.05914363414364
853,11.46540028598852,198.8458172546408
855,60.36663271369154,3.096064066652302
856,81.32812367371191,34.086602939544115
857,302.9220576808812,738.2386730099965
861,210.4911743485273,162.99231732319967
862,61.884401219695334,182.06540436687496
864,33.619787157287156,25.38248556998557
865,114.52155654802714,110.70130914836797
867,2246,815
868,313,355
870,15,19
872,71,54
873,1,13
874,0,0
875,0,2
876,2,0
877,0,1
878,73,23
879,9,2
880,140,74
882,78,87
886,49.17996147299553,99.77847760426708
887,81.12402229349598,427.0208910731511
890,371.2483206989089,87.36565179918121
891,97.0093948535125,51.23823098470157
892,0,527.9772340748347
898,20.046408346161467,139.00878567077734
907,173.74423826181297,62.5574149704635
908,0.07142857142857142,0.26785714285714285
909,85.40993034743035,82.11758241758241
912,127.0424062049062,105.1041847041847
913,12.118037518037518,54.61528887778888
915,281.05682046711456,88.92644577644577
917,78.73011090216973,18.07262818880466
918,40.51026261320379,65.51244556097497
919,5.987886133474369,3.1236874236874237
920,27.998021259785965,41.03753142282554
922,0.47619047619047616,2.150274725274725
925,14.100226407579349,39.900073455955805
935,212.85733082706767,178.20241228070176
937,16.845238095238095,9.022619047619047
938,343.28699874686714,244.67462406015036
941,290.8628618113912,415.80690943043885
944,174.01207264957264,262.4176282051282
947,42,31
949,377.86760045510044,629.2460844710845
950,617.5792984792985,510.7393883893884
951,28,10
952,106,228
954,854.5890612741232,746.7570460241512
957,267.1226337345145,70.42512397732986
958,385.1924466185689,231.36511034115523
959,171.68252287358325,74.13823888100204
960,84.74506221332847,140.65939612932647
961,239.1174304496673,516.3830054061865
964,82.67719210613947,237.8591594078436
970,65,52
971,8,91
972,0,1
973,26,188
976,43,83
979,0,4
980,2,0
982,189,231
984,106,11
985,45,89
986,11.976190476190476,4.416666666666667
988,10.741666666666667,2.125
990,40.08571428571429,140.93015873015872
992,127.52756075623722,51.287190149032256
994,0.4,0
995,2.533333333333333,0.3333333333333333
998,1,8.726190476190476
999,106.29484126984127,28.598412698412698
1003,59,43
1006,198.66754266545288,52.28534960481555
1007,131.58062852180498,115.11011515144642
1008,535.6301790314948,90.60395525527105
1009,139.26707722102458,50.07252834884414
1013,197.98966165413535,109.25315473999684
1014,0,37
1016,0,4
1019,40,2
1021,367,31
1023,122,172
1024,351.88437980148507,197.53283894468106
1025,50.89324359850676,20.26770437165174
1027,36.06601804628121,65.97210917737233
1028,256.60993889151786,292.76933607328345
1029,4,2
1030,36,47
1032,65,0
1036,36,56
1037,4,53
1041,48.166666666666664,113.83333333333333
1042,56.083333333333336,391
1045,253.71666666666667,86.68333333333334
1046,127.96666666666667,38.7
1047,3,19.083333333333332
1051,8.662698412698413,1.0080808080808081
1053,3.7431946708262496,2.582389832389832
1055,8.313492063492063,2.1011904761904763
1056,241.1105802092644,359.1783348230717
1058,38.9434320065899,17.964824649035176
1060,1.7758731035046824,2.205249282880862
1062,35.333333333333336,0
1063,7.153010878010878,9.353632478632479
1064,8.331285381285381,20.99506882006882
1066,0.913034188034188,3.3317793317793316
1068,124.97857142857143,44.36666666666667
1069,60.81190476190476,37.41428571428571
1072,11.866666666666667,37.78333333333333
1076,0.8704545454545454,4.3537878787878785
1077,0.2,2.7583333333333333
1078,4.450785024154589,2.066666666666667
1079,0,0.4876373626373626
1081,104.70832917512485,42.068856667927875
1085,3.4761904761904763,1.1428571428571428
1086,4.866071428571429,0.5
1089,8,30
1090,198,88
1091,4,39
1092,4,20
1093,32,6
1094,40,19
1095,0,11
1096,4,19
1097,34,8
1099,4,8
1100,21,0
1101,23,93
1102,41,36
1104,4,66
1105,33,7
1106,149.42914944103023,68.69034347145802
1107,80.40347365079363,88.5935580680448
1108,22.981067251461987,9.29223817118554
1109,17,41
1111,1,63
1112,0,12
1113,2,0
1114,0,0
1115,0,1
1116,5,6
1117,21,35
1120,2,0
1121,0,0
1122,15,9
1123,16,1
1125,4,6
1127,41,4
1128,26.868982771614352,38.226733208312154
1129,92.61487891889563,60.95694053144
1131,40.41746031746032,24.788708513708514
1133,31.648015873015872,16.88313492063492
1135,19.065931290931292,21.261438561438563
1137,196.58323541783295,91.6640317714621
1138,170.1782539871549,70.69024876911874
1139,78,25
1140,5,13
1141,62,44
1142,61,33
1143,200,122
1144,133.45,53.53333333333333
1145,109.10145103864144,60.96928306901217
1146,142.74166666666667,52.88333333333333
1148,4040.6880952380952,2285.1130952380954
1149,59.477380952380955,86.25119047619047
1150,47.84047619047619,89.73452380952381
1151,85.39404761904761,121.44166666666666
1152,8,54
1153,135,155
1154,53,128
1156,38,27
1157,5,42
1158,188.9210140521673,112.65713756917317
1159,74.25083556364515,42.21460328886799
1160,333.234126984127,304.47539682539684
1167,10,1
1169,45,89
1175,19.68610556110556,8.197446997446997
1176,45.24247696747697,81.2967365967366
1178,64.51857864357864,74.81045621045621
1179,155.16817904317904,298.9429459429459
1180,99.73727938727939,203.36925019425018
1181,55.519696969696966,106.87748917748918
1182,35.011324786324785,80.91330891330891
1183,122.43424908424909,57.50238095238095
1185,194.79126967803438,115.97777173806585
1186,281.8989857364857,159.44002109002108
1188,808.7735622220916,359.3678013163307
1189,122.06388627712157,45.55712179976886
1190,19.88589466089466,32.11938755688756
1195,0,0
1206,98.9873702296986,189.61747646591593
1216,17,15.333333333333334
1220,12.45906315906316,4.187129537129537
1227,220.8871264700212,16
1229,3,2
1234,109,58
1235,2,0
1236,2,1
1240,78,0
1241,44,28
1242,19,65
1246,38,21
1249,23.365714285714283,0
1250,4,16
1266,25,0
1308,41.825013597513596,141.15096459096458
1313,49.924376265862335,10.721074737096409
1321,11.134541772521311,25.304541430436572
1340,163.80048701298702,106.11123321123321
1341,396.93789405039405,447.62088883338885
1342,0.08333333333333333,1.1841491841491842
1343,932.3308722323428,469.1513375513376
1346,17.137647891324363,22.49463771522595
1347,21.987481146304674,31.87342787931023
1348,438.8505003982945,467.9184785802433
1349,88.90501443001443,133.05910062160063
1350,5.666161616161616,27.899314574314573
1351,106.75638658726893,74.63378418966654
1391,153.02619047619046,111.96666666666667
1396,137.75238095238095,152.96190476190478
1398,11,20
1399,13,33
1400,4,20
1401,18,16
1417,125.67777777777778,63.766666666666666
1423,78.7936507936508,55.242063492063494
1461,2,2
1465,14,55
1475,2,9
1476,0.23076923076923078,4.602631578947369
1487,1,0
1488,345,314
1489,71,27
1492,4,0
1495,0,17
1508,0,26
1520,0,7
1522,56,4
1524,55,201
1537,96.47498713876423,956.728460849436
1562,4,33
1563,0,24
1568,17,2
1570,1,3
1573,41,27
1576,0,1
1578,0,3
1580,6,0
1583,1,1
1585,0,0
1589,1,1
1591,0,16
1593,5,1
1594,22,13
1598,22,1
1599,24,31
1600,1,0
1605,4,35
1607,37,9
1608,6,5
1614,3,27
1617,185,205
1621,25,1
1623,3,2
1627,3,3
1628,2,3
1630,29,8
1633,24,7
1636,129.0815651668593,85.63556378262261
1638,0,3
1639,0,7
1641,76,308
1642,2,0
1648,4,28
1649,1831,1231
1650,2,9
1651,0,51
1653,132,129
1654,13,15
1658,0,6
1660,16,10
1661,6,1
1662,5,0
1665,20,9
1668,36,0
1669,7,3
1671,2,0
1672,0,0
1674,2,13
1675,1,2
1676,0,2
1677,1,1
1679,23,7
1680,1,3
1681,0,0
1684,0,8
1687,0,2
1688,0,0
1697,5,5
1699,11,6
1703,77,16
1704,0,2
1706,47,22
1707,22,22
1708,1,6
1709,4,0
1711,9,1
1714,10,12
1715,2,40
1716,17,88
1719,0,79
1720,4,8
1721,425,109
1725,26,17
1732,3,0
1737,3,2
1738,41,27
1747,2,4
1748,0,0
1751,0,0
1753,1,13
1754,40,22
1761,5,8
1762,3,0
1769,0,1
1776,2,3
1777,7,3
1780,9,8
1781,10,1
1782,11,13
1783,14,14
1784,38,30
1785,8,9
1789,0,0
1792,13,13
1793,2,3
1794,5,13
1795,8,23
1796,21,3
1799,14,18
1800,0,2
1801,4,4
1802,0,3
1806,0,0
1809,0,0
1810,1,0
1812,3,0
1816,1,15
1817,1,4
1818,9,20
1822,15,6
1827,1331,1178
1831,6,5
1832,2,5
1833,6,1
1834,2,1
1837,0,1
1839,82,56
1841,1,23
1845,13,11
1870,1,0
1872,1,0
1874,191,108
1875,5,2
1877,2,0
1882,0,7
1884,0,11
1962,124,32
1963,22,122
1968,8,58
1969,0,1
1970,3,2
1971,6,32
1972,1,18
1975,12,3
1976,26,5
1978,1,0
1983,22,116
1985,7,88
1987,2,8
1988,6,27
1989,1,12
1990,140,88
1992,21,9
1993,22,5
1994,7,2
1995,12,5
1996,98,7
1998,111,12
2002,9,21
2004,72,80
2007,5,37
2008,0,0
2009,0,1
2011,1,6
2013,29,20
2014,2,0
2016,12,0
2017,0,0
2018,43,4
2023,1,4
2024,3504,2857
2027,0,0
2029,5,9
2035,5,7
2038,50,13
2042,36,10
2043,41,108
2044,111,50
2045,8,68
2047,400,359
2049,8,49
2050,55,210
2051,3,11
2052,145,146
2054,0,41
2055,9,13
2062,17,1
2063,1,3
2065,15,0
2066,166,21
2072,3,8
2074,3,10
2075,12,5
2076,5,21
2077,10,11
2083,0,1
2091,0,0
2092,0,11
2093,101,89
2097,59,25
2098,18,11
2100,113,68
2105,64,129
2106,60,40
2107,6,5
2108,33,57
2109,7,24
2111,35,1
2112,49,8
2113,40,13
2116,13,13
2117,24,15
2118,12,24
2119,17,14
2121,1,6
2122,13,41
2124,0,42
2125,3,5
2126,22,1
2127,1,4
2132,6,31
2137,34,9
2141,2,3
2142,3,17
2145,45,48
2146,19,8
2148,67,55
2149,0,4
2150,26,23
2157,2,2
2159,4,3
2163,0,0
2167,0,2
2168,288,299
2172,4,0
2173,24,16
2174,0,0
2176,0,0
2181,21,6
2192,1,13
2197,2,7
2199,3,14
2200,49,7
2202,0,3
2215,16,23
2217,67,1
2218,15,14
2225,0,19
2289,0,3
2290,1,6
2295,0,1
2298,0,0
2299,0,1
2300,0,3
2302,4,4
2306,0,0
2307,2,1
2308,0,0
2311,3,0
2312,1,0
2315,0,0
2317,4,0
2318,5,0
2321,21,2
2322,1,2
2347,0,1
2356,4,1
2501,4.416666666666666,69.68333333333334
2505,21,17
2519,7,1
2635,85.20961383387854,63.35038986641154
2654,21.127442002442002,4.551273726273727
2655,15.59563492063492,62.74098124098124
2657,14.128435453435454,47.888730713730716
2658,27.114230214230215,13.353979353979353
2659,58.80967920967921,57.947985347985345
2660,167.86739926739926,168.4145881895882
2661,23.74410866910867,15.036126373626374
2662,13.04134199134199,16.60418192918193
2663,4.371825396825397,15.62640415140415
2664,9.29981684981685,16.44830724830725
2665,61.77072649572649,86.34380341880342
2666,137.48749167499167,111.26745892995893
2667,11.799679487179487,31.958681596181595
2668,13.382692307692308,7.3764652014652015
2669,13.461976911976912,20.13733766233766
2670,44.378693528693525,28.57167277167277
2671,54.5878663003663,19.511691086691087
2672,69.36672771672772,37.16971916971917
2673,7.73562271062271,28.261681374181375
2674,13.735347985347985,22.49428210678211
2675,114.89044427794428,36.021570096570095
2676,4.120707070707071,121.71025918525919
2677,18.180112942612944,6.746428571428571
2678,5.438528138528138,21.255694305694306
2679,3.764697802197802,18.59885114885115
2681,27.513268675768675,8.582615995115995
2682,0.6538461538461539,1.576007326007326
2684,0.9706349206349206,3.65515873015873
2685,3.438507326007326,34.03742368742369
2686,20.325,14.296413308913309
2687,168.97507076257077,177.23014624264624
2688,13.63576701076701,28.522143134643134
2689,33.28605006105006,27.73821733821734
2692,18.06580225330225,40.887413974913976
2694,16.955708180708182,10.124557387057386
2695,2.9527930402930402,31.823425185925185
2696,9.18501221001221,48.23015595515596
2697,4.036584249084249,5.671367521367522
2698,7.601424963924964,42.56069208569208
2699,15.985210622710623,50.931585081585084
2700,3.899404761904762,62.61309523809524
2701,6.96759768009768,3.128907203907204
2702,6.753318903318903,40.56981906981907
2703,2.404098679098679,68.92623071373072
2704,15.874374236874237,13.955128205128204
2706,2.74478021978022,29.238152125652125
2707,13.573611111111111,9.787515262515262
2708,13.865319402819402,38.359010434010436
2709,27.090949328449327,14.66814713064713
2710,6.218742368742369,60.12456987456987
2711,1.452136752136752,4.8152319902319904
2712,2.1575757575757577,5.696825396825397
2713,0.20535714285714285,21.821638084138083
2715,28.3781413031413,25.88290598290598
2718,62.65532661782662,30.935424297924296
2720,7.463741813741813,49.38928571428571
2721,15.025351037851038,9.251098901098901
2722,47.4871336996337,7.236065323565324
2723,6.348423798423799,54.72153957153957
2724,30.10740231990232,2.69775641025641
2725,2.1115440115440114,35.46745476745477
2726,1.5595238095238095,2.487973137973138
2727,18.61184926184926,19.00879675879676
2729,23.732036019536018,3.120054945054945
2730,8.73349705849706,32.176420801420804
2731,13.737545787545788,48.3990120990121
2732,1.8440476190476192,24.151351426351425
2733,51.00489926739927,19.949557387057386
2740,21.282823279986413,63.120779927443074
2742,29.31503397514519,7.87768313721563
2743,51.0656045599762,29.319319276139474
2749,29.990121507870413,99.47406500943008
2751,79.33241441436381,36.77347605414245
2754,62.70536191545237,15.711413122714042
2755,62.41437247831237,33.562324630121736
2756,31.470458783301318,55.55416604034904
2761,35.1570778877683,64.50823965000512
2764,31.5102519821057,82.57076836232616
2767,20.19565489392857,56.46584308280085
2769,16.08987183464507,44.350995689679216
2770,52.97074920593591,16.251078032791046
2773,60.386780343392516,18.223756235533294
2780,84.7973791804428,102.15384818505957
2783,16.96811393974607,31.291208951627073
2784,135.60811089709927,47.110607871233526
2793,66,17
2795,5,2
2799,16.387705685900126,24.33219573194384
2801,11.697788141489697,45.99638807891476
2802,27.055203433987792,66.96520201017142
2807,42.442375478926124,111.56648430025368
2811,22.537144241363197,90.88872826113604
2812,62.14062664323386,160.77369385356374
2814,24.323304473304475,61.38051948051948
2821,172.3357142857143,34.53095238095238
2828,13.01073938985542,67.71681409219067
2834,9.093334046918727,69.2998847472374
2836,39.612953101396734,50.59204105889835
2843,137.34471460987643,58.57604869406623
2846,60.9991526821505,19.749246938506026
2847,11.800847229736211,51.090647368228964
2850,11.873115502001752,14.17507830250826
2852,58.91150193667154,46.77702208955932
2854,42.61485499415367,5.496624159553095
2863,40.74345006471564,10.874406548101351
2880,8.402256196942462,69.62650426248226
2885,56.81858547345853,27.166019014038717
2886,82.69362019620671,160.71331844721192
2887,195.11613975082545,94.32120323636806
2888,77.22807686697435,35.21898352637811
2889,104.63247851500878,14.317084220995525
2890,18.921215161529574,78.19764288410417
2891,101.81544624953897,37.97330352901678
2892,34.8315016398036,152.10070313738632
2893,187.02319995653727,34.176344982053095
2895,129.94524354528815,39.71492435970411
2896,39.27881704104663,126.25285815036102
2899,18.674605718420565,1.839321999713485
2900,41.45593010504486,145.495669147771
2901,153.0553786560498,41.456730665199814
2902,24.122891945291713,4.075578027084981
2903,138.24756007902906,12.437672661163397
2906,34.88255817196833,86.70913522983332
2907,54.312679132231615,34.83773337459405
2908,109.04257823219437,22.869239063065766
2910,68.33704958680566,134.9917599104734
3024,129.26570787600198,59.9432987491811
3026,23.342024642024644,70.0202380952381
3027,23.6506438006438,33.991061716061715
3028,16.105566655566655,37.634593184593186
3029,39.766189366189366,7.775585525585526
3030,22.871453546453548,6.572818847818848
3031,11.009307359307359,22.603807303807304
3032,31.981227106227106,9.625541125541126
3033,46.61866466866467,18.26744366744367
3035,7.6445165945165945,22.564008214008215
3036,9.125480075480075,45.394960594960594
3037,37.2261877011877,3.0796758796758796
3038,10.696151071151071,20.187051837051836
3040,214.64018481518482,144.4074148074148
3042,47.28636641136641,48.07062382062382
3044,18.06614774114774,19.180416805416804
3045,41.28683816183816,2.813095238095238
3046,48.158913308913306,5.989357864357864
3047,19.88037518037518,19.766206016206016
3048,41.38886113886114,6.602489177489177
3049,93.26176046176046,9.900888000888001
3051,14.582911532911533,18.76096681096681
3052,44.2047619047619,9.75952380952381
3053,16.07274392274392,14.138428238428238
3055,13.223831723831724,25.46422188922189
3056,48.959815184815184,2.146861471861472
3057,64.6899835458659,84.32463631140102
3058,63.00934898434898,16.274492174492174
3059,12.689704739704739,27.70956820956821
3060,72.00937673437673,3.9833333333333334
3061,39.832081807081806,1.2666666666666666
