"Year","Month","Stop","Total_Ins","Total_Outs","NbrStops","Mean_Ins","Mean_Outs","Mean_Load","NbrTrips","Lat","Lon","Mean_DwellTime"
"2020","Feb","21696",1090,395,601,1.81364392678869,0.657237936772047,15.3964313421257,1289,39.96931,-75.225433,00:00:07
"2020","Feb","21697",1314,463,695,1.89064748201439,0.666187050359712,16.0471771075019,1293,39.967929,-75.225181,00:00:08
"2020","Feb","21698",1081,549,621,1.74074074074074,0.884057971014493,16.4744582043344,1292,39.966411,-75.224952,00:00:07
"2020","Feb","21699",913,598,640,1.4265625,0.934375,17.3934934159566,1291,39.963153,-75.224327,00:00:06
"2020","Feb","21700",499,846,461,1.0824295010846,1.8351409978308,17.1419705197828,1289,39.961402,-75.224693,00:00:04
"2020","Feb","21701",2435,2374,881,2.7639046538025,2.69466515323496,14.7749419953596,1293,39.958568,-75.22528,00:00:17
"2020","Feb","21702",1881,2010,812,2.31650246305419,2.47536945812808,14.6661514683153,1294,39.957061,-75.22557,00:00:15
"2020","Feb","21703",738,1089,513,1.43859649122807,2.12280701754386,14.4088440651668,1289,39.955566,-75.225906,00:00:06
"2020","Feb","21704",621,880,424,1.46462264150943,2.07547169811321,14.2075910147173,1291,39.954429,-75.226135,00:00:07
"2020","Feb","21705",945,1667,653,1.44716692189893,2.55283307810107,13.6442382057231,1293,39.953632,-75.22631,00:00:13
"2020","Feb","21706",486,1078,600,0.81,1.79666666666667,13.2187742435997,1289,39.952095,-75.226608,00:00:07
"2020","Feb","21707",534,1503,754,0.708222811671088,1.99336870026525,12.453488372093,1290,39.950565,-75.226936,00:00:08
"2020","Feb","21708",397,1117,597,0.66499162479062,1.87102177554439,11.8790697674419,1290,39.948795,-75.227317,00:00:09
"2020","Feb","21709",235,447,262,0.896946564885496,1.70610687022901,10.8046875,1280,39.946006,-75.228729,00:00:02
"2020","Feb","21710",301,1298,638,0.471786833855799,2.03448275862069,10.0147744945568,1286,39.945133,-75.229507,00:00:06
"2020","Feb","21711",331,989,566,0.584805653710247,1.74734982332155,9.51519875292284,1283,39.94416,-75.228309,00:00:05
"2020","Feb","21712",420,1603,700,0.6,2.29,8.5967365967366,1287,39.942966,-75.226943,00:00:08
"2020","Feb","21713",441,1199,621,0.710144927536232,1.93075684380032,8,1288,39.941886,-75.225662,00:00:06
"2020","Feb","21714",172,864,499,0.344689378757515,1.7314629258517,7.45306439100078,1289,39.940723,-75.224296,00:00:05
"2020","Feb","21715",174,779,416,0.418269230769231,1.87259615384615,5.90009250693802,1081,39.938659,-75.221801,00:00:05
"2020","Feb","21716",160,1585,630,0.253968253968254,2.51587301587302,4.60072926162261,1097,39.937519,-75.220016,00:00:07
"2020","Feb","21717",104,535,287,0.362369337979094,1.86411149825784,4.20749542961609,1094,39.938304,-75.218879,00:00:02
"2020","Feb","21718",84,642,368,0.228260869565217,1.7445652173913,3.67545454545455,1100,39.939266,-75.217514,00:00:04
"2020","Feb","21719",58,429,261,0.222222222222222,1.64367816091954,3.34514078110808,1101,39.940067,-75.216377,00:00:03
"2020","Feb","21720",41,323,196,0.209183673469388,1.64795918367347,3.10341643582641,1083,39.940959,-75.215133,00:00:02
"2020","Feb","21721",719,1262,545,1.31926605504587,2.31559633027523,9.30077120822622,778,39.97977,-75.225074,00:00:16
"2020","Feb","21722",172,180,141,1.21985815602837,1.27659574468085,9.14285714285714,721,39.981433,-75.224037,00:00:02
"2020","Feb","21724",775,605,378,2.05026455026455,1.6005291005291,9.47916666666667,768,39.98072,-75.22158,00:00:09
"2020","Feb","21725",1318,472,375,3.51466666666667,1.25866666666667,10.6075129533679,772,39.979923,-75.219421,00:00:13
"2020","Feb","21726",254,77,112,2.26785714285714,0.6875,13.8233276157804,583,39.978893,-75.216636,00:00:02
"2020","Feb","21727",2109,171,696,3.0301724137931,0.245689655172414,5.8392539964476,1126,39.936527,-75.219108,00:00:14
"2020","Feb","21728",694,88,382,1.81675392670157,0.230366492146597,6.37444543034605,1127,39.937381,-75.220115,00:00:05
"2020","Feb","21730",759,152,410,1.85121951219512,0.370731707317073,6.91666666666667,1116,39.938739,-75.221725,00:00:06
"2020","Feb","21731",1080,187,531,2.03389830508475,0.352165725047081,8.58751902587519,1314,39.940696,-75.224029,00:00:08
"2020","Feb","21732",1491,633,647,2.30448222565688,0.978361669242658,9.2425855513308,1315,39.94186,-75.22544,00:00:08
"2020","Feb","21733",1705,420,723,2.3582295988935,0.580912863070539,10.2148823082764,1317,39.942951,-75.226684,00:00:10
"2020","Feb","21734",1310,413,697,1.87948350071736,0.592539454806313,10.9003802281369,1315,39.944141,-75.22805,00:00:08
"2020","Feb","21735",1090,294,492,2.21544715447154,0.597560975609756,11.5030441400304,1314,39.945255,-75.229415,00:00:07
"2020","Feb","21736",1045,451,510,2.04901960784314,0.884313725490196,11.9656488549618,1310,39.945808,-75.228752,00:00:07
"2020","Feb","21737",700,339,440,1.59090909090909,0.770454545454546,13.2298325722983,1314,39.949119,-75.227081,00:00:04
"2020","Feb","21738",1305,578,679,1.9219440353461,0.851251840942563,13.7636778115502,1316,39.950622,-75.226745,00:00:08
"2020","Feb","21739",1032,393,590,1.74915254237288,0.666101694915254,14.2524714828897,1315,39.951927,-75.226478,00:00:06
"2020","Feb","21740",1063,570,630,1.68730158730159,0.904761904761905,14.6092564491654,1318,39.953697,-75.226127,00:00:07
"2020","Feb","21741",1797,928,850,2.11411764705882,1.09176470588235,15.2617602427921,1318,39.954746,-75.225891,00:00:11
"2020","Feb","21742",938,603,540,1.73703703703704,1.11666666666667,15.5467680608365,1315,39.955978,-75.225646,00:00:09
"2020","Feb","21743",1153,924,578,1.99480968858131,1.59861591695502,15.7167805618831,1317,39.956855,-75.225456,00:00:09
"2020","Feb","21744",1569,1109,557,2.81687612208259,1.99102333931777,17.0453497309762,1301,39.961723,-75.224456,00:00:06
"2020","Feb","21745",1365,1498,645,2.11627906976744,2.32248062015504,16.9572192513369,1309,39.962993,-75.224189,00:00:08
"2020","Feb","21746",662,1101,622,1.06430868167203,1.77009646302251,15.960244648318,1308,39.966537,-75.224815,00:00:07
"2020","Feb","21747",533,1272,688,0.774709302325581,1.84883720930233,15.3766233766234,1309,39.968288,-75.225082,00:00:07
"2020","Feb","21748",366,805,514,0.712062256809339,1.56614785992218,15.09,1300,39.96968,-75.225357,00:00:05
"2020","Feb","21749",461,1168,662,0.696374622356495,1.76435045317221,13.0366692131398,1309,39.973117,-75.226081,00:00:06
"2020","Feb","21750",450,1448,707,0.636492220650636,2.04809052333805,12.3310291858679,1302,39.974399,-75.226303,00:00:07
"2020","Feb","21751",533,1936,784,0.67984693877551,2.46938775510204,11.2200152788388,1309,39.976455,-75.226669,00:00:11
"2020","Feb","21752",633,1378,728,0.869505494505495,1.89285714285714,10.67969348659,1305,39.97763,-75.226425,00:00:08
"2020","Feb","21753",99,829,187,0.529411764705882,4.4331550802139,10.6768189509306,591,39.979995,-75.219299,00:00:06
"2020","Feb","21754",328,1039,414,0.792270531400966,2.50966183574879,7.53231939163498,789,39.980777,-75.221389,00:00:08
"2020","Feb","21757",115,128,106,1.08490566037736,1.20754716981132,5.2989417989418,378,39.980567,-75.224754,00:00:04
"2020","Feb","21758",606,2120,710,0.853521126760563,2.98591549295775,8.54078014184397,1128,39.979576,-75.225555,00:00:10
"2020","Feb","21759",174,416,247,0.704453441295547,1.68421052631579,8.33987511150758,1121,39.980125,-75.227043,00:00:03
"2020","Feb","21760",191,384,271,0.70479704797048,1.4169741697417,8.41441969519344,1706,39.981468,-75.229965,00:00:01
"2020","Feb","21761",228,734,461,0.494577006507592,1.59219088937093,8.11540714704159,1707,39.982414,-75.230598,00:00:03
"2020","Feb","21762",399,1595,809,0.493201483312732,1.97156983930779,7.47472808701216,1563,39.984004,-75.23117,00:00:07
"2020","Feb","21763",520,2126,917,0.567066521264995,2.31842966194111,6.44789644012945,1545,39.985786,-75.231773,00:00:08
"2020","Feb","21764",453,1431,777,0.583011583011583,1.84169884169884,5.89208211143695,1705,39.987323,-75.232315,00:00:06
"2020","Feb","21765",301,851,578,0.52076124567474,1.47231833910035,5.5828437132785,1702,39.988853,-75.232833,00:00:04
"2020","Feb","21766",252,1343,651,0.387096774193548,2.06298003072197,4.93231312536786,1699,39.990825,-75.233467,00:00:04
"2020","Feb","21767",92,231,164,0.560975609756098,1.40853658536585,7.04377104377104,594,39.991771,-75.233589,00:00:03
"2020","Feb","21768",8,40,23,0.347826086956522,1.73913043478261,8.23529411764706,51,39.994628,-75.233917,00:00:05
"2020","Feb","21769",23,32,18,1.27777777777778,1.77777777777778,4.97,100,40.003105,-75.23104,00:00:02
"2020","Feb","21770",28,48,26,1.07692307692308,1.84615384615385,4.68,100,40.006336,-75.232238,00:00:03
"2020","Feb","21771",7,32,10,0.7,3.2,4.43,100,40.010711,-75.233825,00:00:00
"2020","Feb","21773",12,26,20,0.6,1.3,4.23,100,40.013401,-75.235969,00:00:02
"2020","Feb","21774",15,14,12,1.25,1.16666666666667,4.24,100,40.015098,-75.237312,00:00:01
"2020","Feb","21776",22,24,16,1.375,1.5,4.22,100,40.016895,-75.238838,00:00:01
"2020","Feb","21777",14,55,39,0.358974358974359,1.41025641025641,3.81,100,40.018245,-75.240043,00:00:03
"2020","Feb","21779",16,39,26,0.615384615384615,1.5,3.18,100,40.023319,-75.255142,00:00:01
"2020","Feb","21780",9,21,18,0.5,1.16666666666667,3.06,100,40.025348,-75.257568,00:00:03
"2020","Feb","21783",190,42,141,1.34751773049645,0.297872340425532,4.25112107623318,446,39.917385,-75.165756,00:00:04
"2020","Feb","21784",210,52,103,2.03883495145631,0.504854368932039,4.59550561797753,445,39.918632,-75.165458,00:00:03
"2020","Feb","21785",222,59,129,1.72093023255814,0.457364341085271,5.45067264573991,446,39.919872,-75.165191,00:00:05
"2020","Feb","21786",285,70,193,1.47668393782383,0.362694300518135,5.93273542600897,446,39.921131,-75.164924,00:00:06
"2020","Feb","21788",277,24,161,1.72049689440994,0.149068322981366,6.49551569506726,446,39.922359,-75.16468,00:00:04
"2020","Feb","21790",251,13,158,1.58860759493671,0.0822784810126582,8.24943820224719,445,39.924846,-75.164131,00:00:04
"2020","Feb","21791",3,21,12,0.25,1.75,2.75257731958763,97,40.029178,-75.252838,00:00:01
"2020","Feb","21792",77,46,98,0.785714285714286,0.469387755102041,6.81944444444444,864,39.916473,-75.169471,00:00:01
"2020","Feb","21793",14,57,30,0.466666666666667,1.9,2.30927835051546,97,40.0302,-75.254066,00:00:03
"2020","Feb","21794",73,77,97,0.752577319587629,0.793814432989691,6.81481481481481,864,39.916236,-75.167686,00:00:01
"2020","Feb","21796",9,20,16,0.5625,1.25,1.95876288659794,97,40.034183,-75.258682,00:00:00
"2020","Feb","21799",3,13,12,0.25,1.08333333333333,1.33684210526316,95,40.037063,-75.277618,00:00:01
"2020","Feb","217no",15,2,7,2.14285714285714,0.285714285714286,2.14285714285714,7,39.905467,-75.173377,00:00:25
"2020","Feb","218",152,1094,335,0.453731343283582,3.26567164179104,4.59873949579832,476,40.014785,-75.085655,00:00:14
"2020","Feb","21801",1070,132,426,2.51173708920188,0.309859154929577,5.4764468371467,743,39.980625,-75.246147,00:00:12
"2020","Feb","21802",280,90,164,1.70731707317073,0.548780487804878,5.74695534506089,739,39.980987,-75.242904,00:00:04
"2020","Feb","21803",66,61,65,1.01538461538462,0.938461538461538,14.1517094017094,468,39.961223,-75.213485,00:00:01
"2020","Feb","21804",335,105,214,1.56542056074766,0.490654205607477,6.04459459459459,740,39.981163,-75.241371,00:00:06
"2020","Feb","21805",202,132,184,1.09782608695652,0.717391304347826,6.15020297699594,739,39.980281,-75.241119,00:00:02
"2020","Feb","21806",610,153,336,1.81547619047619,0.455357142857143,6.77162162162162,740,39.978946,-75.240905,00:00:06
"2020","Feb","21807",351,111,253,1.38735177865613,0.438735177865613,7.07567567567568,740,39.977413,-75.240608,00:00:04
"2020","Feb","21808",680,136,360,1.88888888888889,0.377777777777778,9.03856382978723,752,39.974449,-75.240043,00:00:07
"2020","Feb","21809",764,146,422,1.81042654028436,0.345971563981043,9.8714859437751,747,39.972858,-75.239761,00:00:08
"2020","Feb","2180no",16,3,12,1.33333333333333,0.25,0.761904761904762,21,39.960453,-75.140701,00:00:03
"2020","Feb","21810",526,162,310,1.69677419354839,0.52258064516129,10.3713136729223,746,39.971557,-75.239524,00:00:05
"2020","Feb","21811",1339,389,547,2.44789762340037,0.711151736745887,11.5880794701987,755,39.970062,-75.239234,00:00:18
"2020","Feb","21812",627,245,381,1.64566929133858,0.643044619422572,12.7724230254351,747,39.966697,-75.239898,00:00:08
"2020","Feb","21813",685,763,443,1.54627539503386,1.72234762979684,12.4622516556291,755,39.959026,-75.241447,00:00:10
"2020","Feb","21814",273,453,273,1,1.65934065934066,12.2310756972112,753,39.957889,-75.241706,00:00:04
"2020","Feb","21815",213,684,390,0.546153846153846,1.75384615384615,10.8548601864181,751,39.955593,-75.242172,00:00:06
"2020","Feb","21816",196,997,439,0.446469248291572,2.27107061503417,9.79866666666667,750,39.954078,-75.2425,00:00:08
"2020","Feb","21817",251,1339,504,0.498015873015873,2.65674603174603,8.35856573705179,753,39.952537,-75.242813,00:00:10
"2020","Feb","21818",295,1609,556,0.530575539568345,2.89388489208633,6.60794701986755,755,39.951034,-75.243118,00:00:12
"2020","Feb","21819",121,473,243,0.497942386831276,1.94650205761317,6.15086782376502,749,39.949512,-75.243453,00:00:05
"2020","Feb","21820",138,663,347,0.397694524495677,1.91066282420749,5.44474034620506,751,39.948753,-75.243614,00:00:06
"2020","Feb","21821",141,703,311,0.453376205787781,2.2604501607717,4.70345744680851,752,39.94799,-75.243766,00:00:08
"2020","Feb","21822",170,549,301,0.564784053156146,1.82392026578073,4.19628647214854,754,39.946422,-75.244102,00:00:07
"2020","Feb","21823",214,407,329,0.650455927051672,1.2370820668693,3.95079787234043,752,39.944469,-75.244499,00:00:06
"2020","Feb","21824",332,514,301,1.10299003322259,1.70764119601329,14.4866529774127,487,40.032249,-75.05104,00:00:09
"2020","Feb","21825",108,218,164,0.658536585365854,1.32926829268293,14.2871900826446,484,40.032848,-75.048851,00:00:04
"2020","Feb","21826",74,226,171,0.432748538011696,1.32163742690058,13.9753086419753,486,40.033706,-75.046577,00:00:04
"2020","Feb","21827",100,351,218,0.458715596330275,1.61009174311927,13.4876033057851,484,40.034793,-75.044509,00:00:05
"2020","Feb","21828",116,317,224,0.517857142857143,1.41517857142857,12.960824742268,485,40.0359,-75.042472,00:00:05
"2020","Feb","21830",155,539,267,0.580524344569288,2.0187265917603,12.7066014669927,409,40.03775,-75.038024,00:00:08
"2020","Feb","21831",147,389,246,0.597560975609756,1.58130081300813,12.0394088669951,406,40.038387,-75.036308,00:00:07
"2020","Feb","21833",139,441,253,0.549407114624506,1.74308300395257,11.3765281173594,409,40.039409,-75.033477,00:00:07
"2020","Feb","21834",54,150,123,0.439024390243902,1.21951219512195,11.0514705882353,408,40.040176,-75.031341,00:00:03
"2020","Feb","21835",38,189,130,0.292307692307692,1.45384615384615,10.7002457002457,407,40.040657,-75.030014,00:00:03
"2020","Feb","21836",44,215,155,0.283870967741935,1.38709677419355,9.50980392156863,408,40.042255,-75.025657,00:00:04
"2020","Feb","21837",49,202,147,0.333333333333333,1.37414965986395,9.1760391198044,409,40.042877,-75.023948,00:00:04
"2020","Feb","21838",91,86,101,0.900990099009901,0.851485148514851,9.16136919315403,409,40.043598,-75.021903,00:00:03
"2020","Feb","21839",34,204,142,0.23943661971831,1.43661971830986,8.69211822660099,406,40.04367,-75.01918,00:00:04
"2020","Feb","21840",44,216,161,0.273291925465839,1.3416149068323,8.26847290640394,406,40.044773,-75.017486,00:00:04
"2020","Feb","21841",27,345,184,0.146739130434783,1.875,7.5721271393643,409,40.045722,-75.016227,00:00:03
"2020","Feb","21843",25,178,139,0.179856115107914,1.28057553956835,4.48214285714286,728,40.048263,-75.012977,00:00:02
"2020","Feb","21844",39,203,154,0.253246753246753,1.31818181818182,4.26584022038567,726,40.049083,-75.011924,00:00:02
"2020","Feb","21845",45,368,219,0.205479452054795,1.68036529680365,3.8041095890411,730,40.050525,-75.010177,00:00:03
"2020","Feb","21846",78,332,222,0.351351351351351,1.4954954954955,3.46767537826685,727,40.051403,-75.009063,00:00:03
"2020","Feb","21848",445,210,321,1.38629283489097,0.654205607476635,5.88353413654619,747,39.947696,-75.2416,00:00:07
"2020","Feb","21849",650,152,331,1.96374622356495,0.459214501510574,6.56107382550336,745,39.94794,-75.243583,00:00:10
"2020","Feb","21850",594,122,316,1.87974683544304,0.386075949367089,7.19571045576408,746,39.948581,-75.243484,00:00:06
"2020","Feb","21851",384,122,171,2.24561403508772,0.713450292397661,7.52469959946595,749,39.94934,-75.243324,00:00:03
"2020","Feb","21852",1375,225,491,2.80040733197556,0.458248472505092,9.06291834002677,747,39.950862,-75.242988,00:00:14
"2020","Feb","21853",1107,244,473,2.34038054968288,0.515856236786469,10.1994645247657,747,39.952365,-75.242691,00:00:13
"2020","Feb","21854",946,192,412,2.29611650485437,0.466019417475728,11.214953271028,749,39.953907,-75.242378,00:00:09
"2020","Feb","21855",839,168,396,2.11868686868687,0.424242424242424,12.1243315508021,748,39.955425,-75.24205,00:00:09
"2020","Feb","21856",418,166,249,1.67871485943775,0.666666666666667,13.2045454545455,748,39.957672,-75.241569,00:00:04
"2020","Feb","21857",657,290,405,1.62222222222222,0.716049382716049,13.692,750,39.958816,-75.241317,00:00:09
"2020","Feb","21858",87,211,166,0.524096385542169,1.2710843373494,4.9375,448,40.054641,-75.004829,00:00:04
"2020","Feb","21859",0,0,0,NA,NA,6.60791366906475,278,40.055927,-75.003013,00:00:00
"2020","Feb","21860",460,1527,544,0.845588235294118,2.80698529411765,9.63636363636364,748,39.969665,-75.239059,00:00:15
"2020","Feb","21861",33,74,80,0.4125,0.925,6.53956834532374,278,40.057159,-75.001197,00:00:03
"2020","Feb","21863",164,571,331,0.495468277945619,1.72507552870091,9.0994623655914,744,39.971424,-75.239326,00:00:05
"2020","Feb","21864",157,718,395,0.39746835443038,1.81772151898734,8.34097035040431,742,39.972728,-75.239562,00:00:06
"2020","Feb","21865",102,673,353,0.288951841359773,1.90651558073654,7.5548128342246,748,39.974288,-75.239837,00:00:06
"2020","Feb","21866",18,25,37,0.486486486486487,0.675675675675676,6.49820788530466,279,40.058017,-74.998313,00:00:01
"2020","Feb","21868",1,3,3,0.333333333333333,1,6.42805755395683,278,40.058696,-74.995689,00:00:00
"2020","Feb","21869",4,12,10,0.4,1.2,6.39928057553957,278,40.059169,-74.993759,00:00:00
"2020","Feb","21870",232,1112,506,0.458498023715415,2.19762845849802,6.58953168044077,726,39.975807,-75.240127,00:00:10
"2020","Feb","21871",105,503,307,0.342019543973941,1.63843648208469,6.03181189488243,723,39.977279,-75.240409,00:00:05
"2020","Feb","21872",0,30,21,0,1.42857142857143,6.27898550724638,276,40.059593,-74.992187,00:00:01
"2020","Feb","21873",100,636,348,0.28735632183908,1.82758620689655,5.28947368421053,722,39.978809,-75.240715,00:00:06
"2020","Feb","21875",84,555,310,0.270967741935484,1.79032258064516,4.63950276243094,724,39.980136,-75.240921,00:00:05
"2020","Feb","21876",70,190,148,0.472972972972973,1.28378378378378,8.13747228381375,451,40.06155,-74.988426,00:00:03
"2020","Feb","21877",0,11,5,0,2.2,13.3236994219653,173,40.062404,-74.987052,00:00:00
"2020","Feb","21878",3,281,146,0.0205479452054795,1.92465753424658,3.88571428571429,280,40.063312,-74.985549,00:00:06
"2020","Feb","21879",42,241,162,0.259259259259259,1.48765432098765,4.36426592797784,722,39.98125,-75.241523,00:00:03
"2020","Feb","21880",0,287,154,0,1.86363636363636,2.7921146953405,279,40.064384,-74.983322,00:00:05
"2020","Feb","21881",56,236,173,0.323699421965318,1.36416184971098,4.12378303198887,719,39.981121,-75.242637,00:00:02
"2020","Feb","21882",69,870,419,0.164677804295943,2.0763723150358,3.02624309392265,724,39.980716,-75.246398,00:00:09
"2020","Feb","21889",83,95,57,1.45614035087719,1.66666666666667,3.77659574468085,470,40.013389,-75.271308,00:00:00
"2020","Feb","21890",92,52,62,1.48387096774194,0.838709677419355,3.85497835497836,462,40.013435,-75.267341,00:00:01
"2020","Feb","21891",93,44,74,1.25675675675676,0.594594594594595,4.17460317460317,252,40.011249,-75.265075,00:00:02
"2020","Feb","21893",47,21,41,1.14634146341463,0.51219512195122,4.27777777777778,252,40.008567,-75.263633,00:00:01
"2020","Feb","21894",97,38,80,1.2125,0.475,4.6984126984127,252,40.006824,-75.260719,00:00:04
"2020","Feb","21895",55,16,44,1.25,0.363636363636364,4.8531746031746,252,40.007472,-75.25814,00:00:02
"2020","Feb","21896",42,10,26,1.61538461538462,0.384615384615385,4.98015873015873,252,40.007301,-75.255798,00:00:00
"2020","Feb","21897",396,99,154,2.57142857142857,0.642857142857143,5.5021186440678,472,40.00772,-75.250114,00:00:04
"2020","Feb","21898",130,53,79,1.64556962025316,0.670886075949367,5.66525423728814,472,40.006732,-75.247001,00:00:01
"2020","Feb","21899",67,35,51,1.31372549019608,0.686274509803922,5.73305084745763,472,40.006385,-75.245841,00:00:01
"2020","Feb","21900",237,56,184,1.28804347826087,0.304347826086957,6.11652542372881,472,40.005378,-75.243156,00:00:04
"2020","Feb","21901",79,80,65,1.21538461538462,1.23076923076923,6.10615711252654,471,40.003593,-75.24134,00:00:01
"2020","Feb","21902",198,89,128,1.546875,0.6953125,6.34533898305085,472,40.00175,-75.239997,00:00:02
"2020","Feb","21903",121,49,92,1.31521739130435,0.532608695652174,6.4978813559322,472,39.999919,-75.238471,00:00:01
"2020","Feb","21904",107,50,88,1.21590909090909,0.568181818181818,6.61864406779661,472,39.998088,-75.236549,00:00:01
"2020","Feb","21905",303,18,180,1.68333333333333,0.1,5.17941952506596,379,40.064472,-74.983413,00:00:05
"2020","Feb","21906",440,11,199,2.21105527638191,0.0552763819095477,6.24415584415584,385,40.063488,-74.985466,00:00:07
"2020","Feb","21907",6,8,8,0.75,1,9.45539906103286,213,40.062381,-74.987304,00:00:00
"2020","Feb","21908",292,53,208,1.40384615384615,0.254807692307692,7.90068493150685,584,40.061588,-74.988601,00:00:04
"2020","Feb","21909",169,10,104,1.625,0.0961538461538462,7.19537275064267,389,40.060684,-74.990097,00:00:03
"2020","Feb","21910",11,4,14,0.785714285714286,0.285714285714286,7.1974358974359,390,40.0597,-74.992286,00:00:00
"2020","Feb","21911",9,4,12,0.75,0.333333333333333,7.13989637305699,386,40.059135,-74.994407,00:00:00
"2020","Feb","21912",7,2,6,1.16666666666667,0.333333333333333,7.13917525773196,388,40.058849,-74.995567,00:00:00
"2020","Feb","21913",0,0,0,NA,NA,0.235294117647059,17,40.058494,-74.996894,00:00:00
"2020","Feb","21914",27,11,32,0.84375,0.34375,7.2219387755102,392,40.058166,-74.998199,00:00:01
"2020","Feb","21915",0,0,0,NA,NA,0.235294117647059,17,40.057823,-74.999404,00:00:00
"2020","Feb","21916",123,22,122,1.00819672131148,0.180327868852459,7.49744897959184,392,40.057117,-75.001487,00:00:03
"2020","Feb","21917",0,0,0,NA,NA,0.0588235294117647,17,40.056068,-75.00299,00:00:01
"2020","Feb","21918",224,41,175,1.28,0.234285714285714,7.8992443324937,397,40.054878,-75.004737,00:00:05
"2020","Feb","21920",584,77,388,1.50515463917526,0.198453608247423,4.77028451001054,949,40.051555,-75.009048,00:00:05
"2020","Feb","21921",532,58,370,1.43783783783784,0.156756756756757,5.26765015806112,949,40.050552,-75.010322,00:00:05
"2020","Feb","21923",444,65,320,1.3875,0.203125,5.67368421052632,950,40.048851,-75.012413,00:00:04
"2020","Feb","21924",208,21,138,1.50724637681159,0.152173913043478,8.30338983050848,590,40.047992,-75.013519,00:00:03
"2020","Feb","21925",283,49,198,1.42929292929293,0.247474747474747,8.7312925170068,588,40.046909,-75.014846,00:00:04
"2020","Feb","21927",279,56,192,1.453125,0.291666666666667,9.5,588,40.044975,-75.017395,00:00:03
"2020","Feb","21928",398,64,264,1.50757575757576,0.242424242424242,10.0271646859083,589,40.043743,-75.01934,00:00:06
"2020","Feb","21929",219,82,172,1.27325581395349,0.476744186046512,10.2546689303905,589,40.043716,-75.021713,00:00:04
"2020","Feb","21930",386,75,263,1.46768060836502,0.285171102661597,10.7584459459459,592,40.042926,-75.024147,00:00:05
"2020","Feb","21931",267,58,205,1.30243902439024,0.282926829268293,11.1079258010118,593,40.042392,-75.025573,00:00:04
"2020","Feb","21932",272,54,208,1.30769230769231,0.259615384615385,12.7038917089679,591,40.040794,-75.029945,00:00:04
"2020","Feb","21933",240,38,190,1.26315789473684,0.2,13.0135363790186,591,40.040302,-75.031318,00:00:03
"2020","Feb","21934",694,173,356,1.94943820224719,0.485955056179775,13.9408783783784,592,40.039539,-75.033393,00:00:09
"2020","Feb","21936",832,285,395,2.10632911392405,0.721518987341772,14.8614864864865,592,40.038444,-75.036491,00:00:10
"2020","Feb","21937",728,151,363,2.00550964187328,0.415977961432507,15.8138747884941,591,40.037887,-75.03794,00:00:10
"2020","Feb","21939",390,121,308,1.26623376623377,0.392857142857143,16.963556851312,686,40.033664,-75.047004,00:00:05
"2020","Feb","21940",330,146,276,1.19565217391304,0.528985507246377,17.2832116788321,685,40.032947,-75.048965,00:00:04
"2020","Feb","21941",8549,14562,1101,7.76475930971844,13.2261580381471,7.27574468085106,1175,40.023551,-75.077186,00:07:56
"2020","Feb","21942",42,157,140,0.3,1.12142857142857,18.1890660592255,878,40.025424,-75.073333,00:00:02
"2020","Feb","21943",357,125,231,1.54545454545455,0.541125541125541,4.23603793466807,949,40.053783,-75.006156,00:00:18
"2020","Feb","21944",108,171,106,1.0188679245283,1.61320754716981,8.82978723404255,376,40.104095,-75.003143,00:00:03
"2020","Feb","21945",110,23,57,1.92982456140351,0.403508771929825,5.50555555555556,180,40.101627,-75.006721,00:00:04
"2020","Feb","21946",47,3,41,1.14634146341463,0.0731707317073171,5.82183908045977,174,40.099525,-75.00978,00:00:02
"2020","Feb","21947",95,3,52,1.82692307692308,0.0576923076923077,6.33714285714286,175,40.097522,-75.012687,00:00:04
"2020","Feb","21948",38,1,17,2.23529411764706,0.0588235294117647,6.55491329479769,173,40.096424,-75.014038,00:00:01
"2020","Feb","21949",342,35,106,3.22641509433962,0.330188679245283,10.1884816753927,191,40.094593,-75.015937,00:00:09
"2020","Feb","21950",28,17,26,1.07692307692308,0.653846153846154,3.16030534351145,262,39.976402,-75.122993,00:00:01
"2020","Feb","21952",17,13,16,1.0625,0.8125,8.20661157024793,121,40.088176,-75.129882,00:00:01
"2020","Feb","21953",1966,291,721,2.72676837725381,0.403606102635229,4.47729220222794,1167,40.031639,-75.178932,00:00:14
"2020","Feb","21954",4125,1270,1482,2.7834008097166,0.856950067476383,9.13657623947615,2138,40.034,-75.176559,00:00:16
"2020","Feb","21955",28,19,32,0.875,0.59375,5.675,120,40.083648,-75.174896,00:00:03
"2020","Feb","21956",83,155,109,0.761467889908257,1.42201834862385,17.3991935483871,248,40.037933,-75.068046,00:00:05
"2020","Feb","21957",144,83,134,1.07462686567164,0.619402985074627,9.31136044880785,1426,40.007198,-75.189338,00:00:01
"2020","Feb","21959",1284,451,682,1.88269794721408,0.661290322580645,6.8740157480315,1270,39.969638,-75.141471,00:00:11
"2020","Feb","21960",150,71,135,1.11111111111111,0.525925925925926,11.6857610474632,611,40.010189,-75.079154,00:00:03
"2020","Feb","21961",2857,101,239,11.9539748953975,0.422594142259414,8.42772861356932,339,40.022663,-75.078086,00:06:32
"2020","Feb","21962",687,171,86,7.98837209302326,1.98837209302326,5.63114754098361,122,40.023399,-75.077774,00:07:41
"2020","Feb","21964",107,126,119,0.899159663865546,1.05882352941176,17.2717770034843,287,40.008293,-75.144424,00:00:04
