"Stop","Total_Ins","Total_Outs","NbrStops","Mean_Ins","Mean_Outs","Mean_Load","NbrTrips","Lat","Lon","Mean_DwellTime"
"17922",210,870,589,0.356536502546689,1.47707979626486,7.96474634565778,1163,40.024124,-75.046592,00:00:05
"17923",473,188,391,1.20971867007673,0.480818414322251,9.18163265306123,2450,40.044944,-75.136222,00:00:02
"17924",150,1026,621,0.241545893719807,1.65217391304348,7.22433132010354,1159,40.025062,-75.044761,00:00:07
"17925",855,556,918,0.931372549019608,0.605664488017429,9.31334149326805,2451,40.046131,-75.135993,00:00:05
"17926",322,432,483,0.666666666666667,0.894409937888199,9.27439771335239,2449,40.045963,-75.132225,00:00:02
"17927",172,1022,570,0.301754385964912,1.79298245614035,6.50474547023296,1159,40.025836,-75.043304,00:00:06
"17928",27,24,24,1.125,1,9.26513911620295,2444,40.045845,-75.130569,00:00:00
"17929",119,421,332,0.358433734939759,1.26807228915663,6.24224137931034,1160,40.026401,-75.042175,00:00:03
"17930",516,772,718,0.71866295264624,1.07520891364903,10.9004014049172,3986,40.045345,-75.126739,00:00:02
"17931",678,1158,1003,0.675972083748754,1.15453639082752,10.7709273182957,3990,40.045215,-75.125709,00:00:03
"17932",209,879,436,0.479357798165138,2.01605504587156,6.07644882860666,811,40.045177,-75.123466,00:00:08
"17933",69,349,280,0.246428571428571,1.24642857142857,5.98283261802575,1165,40.02695,-75.041122,00:00:03
"17934",29,782,483,0.0600414078674948,1.61904761904762,5.34444444444444,1170,40.028079,-75.038925,00:00:04
"17935",12,995,533,0.0225140712945591,1.86679174484053,4.4935952177626,1171,40.029232,-75.036712,00:00:06
"17936",143,203,169,0.846153846153846,1.20118343195266,6.02233250620347,806,40.046459,-75.123252,00:00:03
"17937",58,66,92,0.630434782608696,0.717391304347826,6,802,40.048027,-75.122993,00:00:01
"17938",60,155,147,0.408163265306122,1.05442176870748,5.88557213930348,804,40.049526,-75.122734,00:00:02
"17939",85,92,137,0.62043795620438,0.671532846715328,5.86864931846344,807,40.051044,-75.122459,00:00:02
"17941",256,470,393,0.651399491094148,1.19592875318066,5.52546583850932,805,40.051143,-75.118751,00:00:06
"17942",237,461,383,0.618798955613577,1.20365535248042,5.23296158612144,807,40.050262,-75.117233,00:00:05
"17944",70,79,129,0.542635658914729,0.612403100775194,5.22428748451053,807,40.04779,-75.112907,00:00:01
"17945",817,35,402,2.03233830845771,0.0870646766169154,8.15673469387755,1225,40.028297,-75.038825,00:00:04
"17946",300,63,256,1.171875,0.24609375,8.34288052373159,1222,40.027183,-75.041007,00:00:03
"17947",481,147,387,1.24289405684755,0.37984496124031,8.60670482420278,1223,40.026599,-75.042144,00:00:05
"17948",1190,229,642,1.85358255451713,0.356697819314642,9.38762214983713,1228,40.026039,-75.043251,00:00:08
"17949",169,202,225,0.751111111111111,0.897777777777778,5.17990074441687,806,40.04644,-75.112663,00:00:03
"17951",940,218,633,1.48499210110585,0.344391785150079,9.98127035830619,1228,40.025268,-75.0447,00:00:06
"17952",2002,1246,1739,1.1512363427257,0.716503737780333,11.1165919282511,3791,40.041233,-75.11808,00:00:06
"17953",936,222,617,1.51701782820097,0.359805510534846,10.5763265306122,1225,40.024326,-75.046493,00:00:07
"17954",660,206,409,1.61369193154034,0.503667481662592,5.65147783251231,812,40.041255,-75.120231,00:00:07
"17955",246,119,246,1,0.483739837398374,5.81582200247219,809,40.04,-75.120506,00:00:04
"17956",86,51,108,0.796296296296296,0.472222222222222,5.87344913151365,806,40.038482,-75.120826,00:00:01
"17957",937,237,630,1.48730158730159,0.376190476190476,11.1454248366013,1224,40.023387,-75.048355,00:00:06
"17958",603,162,378,1.5952380952381,0.428571428571429,6.40667490729295,809,40.036926,-75.121147,00:00:07
"17959",773,216,536,1.44216417910448,0.402985074626866,11.59902200489,1227,40.022537,-75.050003,00:00:06
"17960",249,55,206,1.20873786407767,0.266990291262136,6.67969295184927,1433,40.033134,-75.116111,00:00:02
"17961",297,58,236,1.25847457627119,0.245762711864407,6.84103641456583,1428,40.031726,-75.117309,00:00:02
"17962",962,371,637,1.51020408163265,0.582417582417582,7.24633635729239,1433,40.030632,-75.118232,00:00:06
"17963",43,22,23,1.8695652173913,0.956521739130435,7.25928521373511,1427,40.029598,-75.119071,00:00:00
"17964",923,306,574,1.60801393728223,0.533101045296167,7.6759388038943,1438,40.028423,-75.120048,00:00:07
"17965",394,258,408,0.965686274509804,0.632352941176471,7.79497907949791,1434,40.027561,-75.120773,00:00:03
"17966",1729,450,848,2.03891509433962,0.530660377358491,8.41489361702128,1410,40.026233,-75.121864,00:00:15
"17967",1014,426,725,1.39862068965517,0.587586206896552,8.83451704545454,1408,40.024673,-75.123222,00:00:07
"17968",543,168,454,1.19603524229075,0.370044052863436,9.11459074733096,1405,40.023254,-75.124435,00:00:03
"17969",627,191,507,1.23668639053254,0.3767258382643,10.3024911032028,1405,40.019626,-75.126869,00:00:04
"17970",154,69,158,0.974683544303797,0.436708860759494,10.3637010676157,1405,40.018611,-75.126792,00:00:01
"17971",1682,446,862,1.95127610208817,0.517401392111369,12.5783915515841,1231,40.021625,-75.051757,00:00:11
"17972",1005,413,592,1.69763513513514,0.697635135135135,13.0325203252033,1230,40.020606,-75.05371,00:00:07
"17973",706,219,508,1.38976377952756,0.431102362204724,13.4161943319838,1235,40.019607,-75.055664,00:00:05
"17974",1209,325,670,1.8044776119403,0.485074626865672,14.1454102355808,1231,40.018589,-75.057624,00:00:08
"17975",855,257,590,1.44915254237288,0.435593220338983,14.656862745098,1224,40.017734,-75.05928,00:00:07
"17976",453,147,393,1.15267175572519,0.374045801526718,14.8922448979592,1225,40.017017,-75.060653,00:00:04
"17978",823,309,441,1.86621315192744,0.700680272108844,18.9454397394137,1228,40.00859,-75.083694,00:00:05
"17979",1075,277,657,1.63622526636225,0.421613394216134,15.5207485760781,1229,40.01641,-75.061828,00:00:08
"17980",768,148,509,1.50884086444008,0.290766208251473,16.0414971521562,1229,40.015617,-75.063369,00:00:05
"17981",773,215,527,1.46679316888046,0.407969639468691,16.4841334418226,1229,40.01477,-75.06501,00:00:06
"17982",668,485,716,0.932960893854749,0.677374301675978,13.8722741433022,3210,40.012935,-75.071807,00:00:02
"17983",456,69,359,1.27019498607242,0.192200557103064,7.73762614127823,2081,40.079441,-75.200485,00:00:02
"17984",1346,1088,1131,1.19009725906278,0.961980548187445,13.9477449455677,3215,40.012607,-75.073257,00:00:05
"17985",112,48,111,1.00900900900901,0.432432432432432,7.80283064909712,2049,40.077991,-75.197746,00:00:00
"17987",981,605,665,1.47518796992481,0.909774436090226,18.3739837398374,1230,40.010471,-75.079254,00:00:08
"17988",371,51,247,1.50202429149798,0.206477732793522,7.95912408759124,2055,40.077342,-75.19664,00:00:01
"17989",62,39,77,0.805194805194805,0.506493506493506,18.4499178981938,1218,40.009975,-75.080459,00:00:01
"17990",284,160,268,1.05970149253731,0.597014925373134,18.531914893617,1222,40.009277,-75.082115,00:00:02
"17992",415,141,421,0.985748218527316,0.334916864608076,8.0484412470024,2085,40.076263,-75.19477,00:00:02
"17993",184,116,208,0.884615384615385,0.557692307692308,18.9983606557377,1220,40.007999,-75.085121,00:00:02
"17994",60,64,86,0.697674418604651,0.744186046511628,18.9690301548492,1227,40.007301,-75.086791,00:00:01
"17995",182,106,174,1.04597701149425,0.609195402298851,19.0308943089431,1230,40.006732,-75.088134,00:00:01
"17996",36,15,18,2,0.833333333333333,19.0269607843137,1224,40.006336,-75.089889,00:00:00
"17997",545,796,612,0.890522875816993,1.30065359477124,18.8538961038961,1232,40.006072,-75.091697,00:00:07
"17998",332,326,366,0.907103825136612,0.890710382513661,7.87038377986966,1381,39.992694,-75.186065,00:00:05
"17999",590,217,447,1.31991051454139,0.485458612975392,8.11773255813953,1376,39.993499,-75.186447,00:00:03
"18",155,21,140,1.10714285714286,0.15,4.34073107049608,766,40.106559,-74.999572,00:00:02
"180",1121,569,663,1.69079939668175,0.858220211161388,16.1227521501173,1279,39.948616,-75.237426,00:00:08
"18000",250,309,361,0.692520775623269,0.85595567867036,8.06449275362319,1380,39.994949,-75.187179,00:00:03
"18001",335,385,445,0.752808988764045,0.865168539325843,8.01879971077368,1383,39.996482,-75.18753,00:00:03
"18003",51,79,72,0.708333333333333,1.09722222222222,7.92206846321923,1373,40.002761,-75.187118,00:00:00
"18006",657,343,571,1.15061295971979,0.600700525394046,15.4827586206897,1247,40.005832,-75.098915,00:00:06
"18008",185,627,578,0.320069204152249,1.08477508650519,7.66607420573206,4501,40.007385,-75.189414,00:00:01
"18012",789,545,590,1.33728813559322,0.923728813559322,15.6897106109325,1244,40.005748,-75.100967,00:00:06
"18013",868,1314,1430,0.606993006993007,0.918881118881119,6.87356792144026,4888,40.009902,-75.196334,00:00:04
"18014",263,487,508,0.517716535433071,0.958661417322835,6.85178313749742,4851,40.010364,-75.197555,00:00:01
"18016",1124,698,768,1.46354166666667,0.908854166666667,16.0386784850927,1241,40.005657,-75.103172,00:00:09
"18017",188,469,209,0.899521531100478,2.24401913875598,6.7783728115345,4855,40.014385,-75.204544,00:00:01
"18018",829,755,610,1.35901639344262,1.23770491803279,16.0983078162772,1241,40.005599,-75.105255,00:00:07
"18020",576,478,548,1.05109489051095,0.872262773722628,16.1626409017713,1242,40.005447,-75.109283,00:00:06
"18023",880,232,716,1.22905027932961,0.324022346368715,8.43035542747358,2082,40.074096,-75.191017,00:00:05
"18024",20,32,39,0.512820512820513,0.82051282051282,3.10722610722611,429,40.034881,-75.234809,00:00:01
"18025",164,137,199,0.824120603015075,0.688442211055276,8.48627828598941,2077,40.072734,-75.188514,00:00:01
"18026",385,136,366,1.05191256830601,0.371584699453552,8.63781431334623,2068,40.071567,-75.186546,00:00:02
"18027",15,39,44,0.340909090909091,0.886363636363636,3.05373831775701,428,40.036277,-75.236526,00:00:01
"18028",6,4,5,1.2,0.8,3.05841121495327,428,40.037109,-75.237823,00:00:00
"18029",324,200,356,0.910112359550562,0.561797752808989,8.7092574734812,2074,40.070549,-75.184761,00:00:02
"18030",3,19,14,0.214285714285714,1.35714285714286,2.98831775700935,428,40.040954,-75.238311,00:00:00
"18031",4,26,20,0.2,1.3,2.93691588785047,428,40.043357,-75.236488,00:00:02
"18032",1,38,30,0.0333333333333333,1.26666666666667,2.85714285714286,427,40.044281,-75.234397,00:00:01
"18036",749,995,761,0.984231274638633,1.30749014454665,15.6479099678457,1244,40.007274,-75.123275,00:00:10
"18045",29,26,34,0.852941176470588,0.764705882352941,3.71153846153846,364,40.036689,-75.218971,00:00:02
"18051",160,50,145,1.10344827586207,0.344827586206897,10.4295874822191,1406,40.018402,-75.125175,00:00:01
"18052",137,168,199,0.688442211055276,0.844221105527638,10.3938746438746,1404,40.016555,-75.125511,00:00:01
"18053",1268,443,636,1.9937106918239,0.696540880503145,10.9787234042553,1410,40.014011,-75.126022,00:00:07
"18054",1290,514,460,2.80434782608696,1.11739130434783,11.3762237762238,1430,40.011211,-75.126647,00:00:07
"18055",246,385,375,0.656,1.02666666666667,15.3802704852824,1257,40.006851,-75.131462,00:00:03
"18056",89,117,142,0.626760563380282,0.823943661971831,10.3359319631467,1411,40.004619,-75.132141,00:00:01
"18057",471,202,436,1.0802752293578,0.463302752293578,10.5166077738516,1415,40.003692,-75.132339,00:00:03
"18058",582,337,533,1.09193245778612,0.632270168855535,10.6978060863411,1413,40.002185,-75.132652,00:00:05
"18059",467,395,525,0.889523809523809,0.752380952380952,10.7455705173636,1411,40.000705,-75.132965,00:00:04
"18060",2009,2682,1190,1.68823529411765,2.25378151260504,10.2780487804878,1435,39.999187,-75.1333,00:00:17
"18061",200,382,377,0.530503978779841,1.0132625994695,10.1555090655509,1434,39.997482,-75.133659,00:00:03
"18062",251,581,523,0.479923518164436,1.11089866156788,9.9288206559665,1433,39.996063,-75.133949,00:00:04
"18063",367,558,500,0.734,1.116,9.79454926624738,1431,39.99459,-75.134277,00:00:04
"18064",176,500,419,0.420047732696897,1.19331742243437,9.57272727272727,1430,39.993068,-75.13459,00:00:03
"18065",335,1633,807,0.415117719950434,2.02354399008674,8.65736217725052,1433,39.991527,-75.134941,00:00:08
"18066",402,309,465,0.864516129032258,0.664516129032258,7.60411012020163,2579,39.990047,-75.136573,00:00:02
"18067",215,513,468,0.459401709401709,1.09615384615385,6.42130604875113,3323,40.017368,-75.090476,00:00:02
"18068",126,537,466,0.270386266094421,1.15236051502146,6.28778280542986,3315,40.016147,-75.088203,00:00:02
"18069",118,1032,582,0.202749140893471,1.77319587628866,6.01177891875566,3311,40.015701,-75.087348,00:00:02
"18070",32,184,148,0.216216216216216,1.24324324324324,5.56283856988082,1846,40.016521,-75.086364,00:00:01
"18071",10,717,408,0.0245098039215686,1.75735294117647,5.19675675675676,1850,40.017379,-75.08554,00:00:03
"18072",54,1141,592,0.0912162162162162,1.92736486486486,4.99747729566095,1982,40.018707,-75.08432,00:00:04
"18074",87,204,180,0.483333333333333,1.13333333333333,9.28361344537815,1428,39.985561,-75.137519,00:00:01
"18075",133,372,356,0.373595505617978,1.04494382022472,9.10860366713681,1418,39.98397,-75.13787,00:00:03
"18076",234,424,408,0.573529411764706,1.03921568627451,8.97177134791814,1417,39.982383,-75.138206,00:00:03
"18077",112,238,245,0.457142857142857,0.971428571428571,8.86289752650177,1415,39.980903,-75.138526,00:00:02
"18078",486,1170,768,0.6328125,1.5234375,8.38293370944993,1418,39.979396,-75.138839,00:00:06
"18079",0,18,11,0,1.63636363636364,7.3695652173913,46,39.976417,-75.139495,00:00:03
"18080",1,3,3,0.333333333333333,1,6.8695652173913,46,39.974979,-75.139793,00:00:02
"18081",1,6,5,0.2,1.2,6.73913043478261,46,39.973903,-75.140022,00:00:01
"18082",0,6,5,0,1.2,6.60869565217391,46,39.972671,-75.140319,00:00:01
"18083",209,550,442,0.472850678733032,1.24434389140271,8.14621968616263,1402,39.971092,-75.140151,00:00:00
"18085",1287,1041,537,2.39664804469274,1.93854748603352,8.06495263870095,1478,39.968013,-75.1436,00:00:05
"18086",521,95,424,1.22877358490566,0.224056603773585,8.35709436524101,1473,39.965736,-75.144073,00:00:03
"18087",244,93,236,1.03389830508475,0.394067796610169,8.45756958587916,1473,39.963836,-75.14447,00:00:02
"18088",312,260,315,0.990476190476191,0.825396825396825,8.48441734417344,1476,39.962783,-75.144699,00:00:02
"18089",972,1168,879,1.10580204778157,1.3287827076223,8.32217012726055,1493,39.961196,-75.145027,00:00:11
"18090",293,149,259,1.13127413127413,0.575289575289575,8.57286769644056,1489,39.957759,-75.145744,00:00:02
"18091",324,143,295,1.09830508474576,0.484745762711864,8.69556451612903,1488,39.956127,-75.14608,00:00:02
"18092",348,249,366,0.950819672131147,0.680327868852459,8.75570469798658,1490,39.954292,-75.146476,00:00:03
"18093",765,533,597,1.28140703517588,0.892797319932998,8.91862811028917,1487,39.952495,-75.146858,00:00:06
"18094",2407,472,945,2.54708994708995,0.499470899470899,11.8535762483131,1482,39.948921,-75.147628,00:00:12
"18095",641,872,729,0.879286694101509,1.19615912208505,11.722598105548,1478,39.94741,-75.14801,00:00:07
"18096",1182,1143,1280,0.9234375,0.89296875,13.9633881476885,3223,40.011447,-75.076957,00:00:05
"18098",194,122,194,1,0.628865979381443,11.7919782460911,1471,39.946128,-75.148277,00:00:01
"18099",325,329,410,0.792682926829268,0.802439024390244,11.7842605156038,1474,39.945041,-75.148513,00:00:03
"18100",416,402,457,0.910284463894967,0.87964989059081,11.7963215258856,1468,39.943611,-75.148818,00:00:05
"18101",261,541,418,0.624401913875598,1.29425837320574,11.6163265306122,1470,39.94271,-75.149024,00:00:03
"18102",575,828,625,0.92,1.3248,11.5444444444444,1440,39.941696,-75.149246,00:00:09
"18103",334,561,426,0.784037558685446,1.3169014084507,11.3848821081831,1442,39.940891,-75.149421,00:00:04
"18104",314,633,429,0.731934731934732,1.47552447552448,11.047983310153,1438,39.93925,-75.14978,00:00:05
"18105",54,179,151,0.357615894039735,1.18543046357616,10.9348127600555,1442,39.938323,-75.149993,00:00:02
"18106",467,331,443,1.05417607223476,0.747178329571106,16.5686274509804,1224,40.014114,-75.066535,00:00:04
"18108",518,458,557,0.929982046678636,0.822262118491921,16.6233766233766,1232,40.013736,-75.068237,00:00:06
"18114",177,537,415,0.426506024096386,1.29397590361446,10.7017301038062,1445,39.937644,-75.150146,00:00:03
"18115",286,1011,501,0.570858283433134,2.01796407185629,10.191856452726,1449,39.937004,-75.150291,00:00:07
"18116",202,638,484,0.417355371900826,1.31818181818182,9.89693593314763,1436,39.935287,-75.150672,00:00:05
"18119",52,316,232,0.224137931034483,1.36206896551724,9.14179104477612,1474,39.933006,-75.148765,00:00:01
"18120",69,437,324,0.212962962962963,1.34876543209877,8.89477257298031,1473,39.931823,-75.149375,00:00:02
"18121",103,710,501,0.205588822355289,1.41716566866267,8.47631935047361,1478,39.930648,-75.149902,00:00:04
"18122",139,726,461,0.301518438177874,1.57483731019523,8.09029192124915,1473,39.92945,-75.150321,00:00:03
"18123",184,1271,746,0.246648793565684,1.70375335120643,7.34867975626269,1477,39.928256,-75.150749,00:00:06
"18124",295,798,632,0.466772151898734,1.2626582278481,7.01219512195122,1476,39.927062,-75.151214,00:00:05
"18125",109,704,466,0.233905579399142,1.51072961373391,6.61005434782609,1472,39.925868,-75.151679,00:00:04
"18126",128,1353,712,0.179775280898876,1.9002808988764,5.78231292517007,1470,39.924678,-75.152145,00:00:05
"18127",69,664,418,0.165071770334928,1.58851674641148,5.39863481228669,1465,39.923503,-75.152633,00:00:03
"18128",302,1796,878,0.343963553530752,2.04555808656036,4.38121170864534,1469,39.92237,-75.153121,00:00:07
"18129",110,801,546,0.201465201465201,1.46703296703297,3.91928864569083,1462,39.92115,-75.153785,00:00:04
"1812no",16,31,30,0.533333333333333,1.03333333333333,0.516129032258065,31,40.123817,-75.001853,00:00:13
"18130",66,748,462,0.142857142857143,1.61904761904762,3.45075239398085,1462,39.919902,-75.15406,00:00:03
"18131",51,582,408,0.125,1.42647058823529,3.08966461327858,1461,39.918651,-75.154327,00:00:03
"18132",58,733,486,0.119341563786008,1.5082304526749,2.6346812885538,1459,39.917396,-75.154571,00:00:03
"18133",23,486,322,0.0714285714285714,1.50931677018634,2.32049518569464,1454,39.916164,-75.15483,00:00:02
"18134",304,289,372,0.817204301075269,0.776881720430108,16.1014492753623,1242,40.005516,-75.107261,00:00:03
"18136",91,757,508,0.179133858267717,1.49015748031496,5.38157894736842,1748,39.91431,-75.152778,00:00:04
"18137",103,836,510,0.201960784313725,1.63921568627451,4.9552752293578,1744,39.914169,-75.151634,00:00:03
"18138",136,1599,768,0.177083333333333,2.08203125,4.13310384394722,1743,39.913974,-75.150131,00:00:06
"18139",26,106,89,0.292134831460674,1.19101123595506,5.19902912621359,1030,39.913623,-75.147392,00:00:01
"18140",19,575,251,0.0756972111553785,2.29083665338645,4.65694849368319,1029,39.913391,-75.145149,00:00:02
"18141",5,9,9,0.555555555555556,1,4.65533980582524,1030,39.913158,-75.143241,00:00:00
"18142",0,8,8,0,1,1.38095238095238,63,39.912574,-75.138961,00:00:01
"18143",380,589,527,0.721062618595825,1.11764705882353,16.0048270313757,1243,40.005977,-75.11341,00:00:05
"18144",15,39,24,0.625,1.625,11.7155688622754,2004,40.006446,-75.117118,00:00:00
"18146",858,451,585,1.46666666666667,0.770940170940171,15.9727126805778,1246,40.007503,-75.125068,00:00:07
"18148",79,61,92,0.858695652173913,0.66304347826087,15.3755980861244,1254,40.00708,-75.134193,00:00:01
"18149",476,1818,846,0.562647754137116,2.14893617021277,14.3330696202532,1264,40.007431,-75.136734,00:00:09
"1814no",2,36,27,0.0740740740740741,1.33333333333333,0.0625,32,40.052722,-75.066253,00:00:14
"18150",743,1441,840,0.884523809523809,1.71547619047619,13.7898894154818,1266,40.007694,-75.138717,00:00:10
"18151",538,626,605,0.889256198347107,1.03471074380165,13.7202852614897,1262,40.007888,-75.140258,00:00:07
"18152",368,604,450,0.817777777777778,1.34222222222222,13.4844373503591,1253,40.008071,-75.141647,00:00:06
"18153",513,672,423,1.21276595744681,1.5886524822695,13.4145367412141,1252,40.008209,-75.142646,00:00:06
"18154",392,505,560,0.7,0.901785714285714,8.89491104675217,2417,40.008823,-75.147476,00:00:03
"18161",576,267,569,1.01230228471002,0.469244288224956,8.68611825192802,3890,40.010673,-75.16275,00:00:01
"18162",581,509,707,0.821782178217822,0.71994342291372,8.70349434737924,3892,40.010433,-75.160911,00:00:02
"18163",1369,1183,1340,1.02164179104478,0.882835820895522,8.73560276426926,3907,40.010215,-75.159271,00:00:04
"18164",1090,928,1213,0.898598516075845,0.765045342126958,8.78843694039396,3909,40.010017,-75.157714,00:00:04
"18165",1252,1201,1427,0.877365101611773,0.841625788367204,8.82130937098845,3895,40.009815,-75.156127,00:00:05
"18166",119,2059,1076,0.110594795539033,1.9135687732342,8.62209302325581,2752,40.009811,-75.15435,00:00:04
"18167",146,626,481,0.303534303534304,1.3014553014553,8.62301447229086,2833,40.011142,-75.15406,00:00:02
"18168",51,984,592,0.0861486486486486,1.66216216216216,8.17626404494382,2848,40.010833,-75.151504,00:00:03
"18169",1275,306,703,1.81365576102418,0.435277382645804,7.72759350741002,1417,40.06723,-75.148727,00:00:09
"18170",474,198,451,1.0509977827051,0.439024390243902,7.89929577464789,1420,40.067386,-75.150352,00:00:04
"18171",362,93,304,1.19078947368421,0.305921052631579,8.09915611814346,1422,40.067653,-75.152481,00:00:02
"18172",263,110,283,0.929328621908127,0.3886925795053,8.18245614035088,1425,40.067424,-75.154205,00:00:02
"18173",914,227,618,1.4789644012945,0.367313915857605,8.66480055983205,1429,40.067115,-75.156135,00:00:06
"18174",423,149,397,1.06549118387909,0.375314861460957,9.46293706293706,1430,40.067085,-75.158287,00:00:04
"18175",1654,411,871,1.89896670493685,0.47187141216992,10.3508036338225,1431,40.066032,-75.159309,00:00:09
"18176",665,276,571,1.1646234676007,0.483362521891419,10.6266573621772,1433,40.064628,-75.160667,00:00:05
"18177",449,186,440,1.02045454545455,0.422727272727273,10.7990196078431,1428,40.06327,-75.161949,00:00:03
"18178",454,290,510,0.890196078431372,0.568627450980392,10.9084556254368,1431,40.062023,-75.163154,00:00:04
"18179",270,207,314,0.859872611464968,0.659235668789809,10.9600560616678,1427,40.061035,-75.164123,00:00:02
"18180",1139,452,668,1.70508982035928,0.676646706586826,12.0436927413672,1419,40.057785,-75.166053,00:00:06
"18181",464,134,327,1.41896024464832,0.409785932721713,12.2963483146067,1424,40.056377,-75.167503,00:00:03
"18182",405,294,469,0.863539445628998,0.626865671641791,12.3550420168067,1428,40.054969,-75.168968,00:00:04
"18183",167,251,219,0.762557077625571,1.14611872146119,12.3210749646393,1414,40.051822,-75.172187,00:00:02
"18184",1212,630,745,1.62684563758389,0.845637583892617,13.6620594333103,1447,40.049179,-75.174919,00:00:08
"18185",724,783,704,1.02840909090909,1.11221590909091,13.6552686671319,1433,40.04803,-75.176086,00:00:06
"18186",913,955,909,1.004400440044,1.05060506050605,13.6362369337979,1435,40.046409,-75.177742,00:00:09
"18187",847,453,716,1.18296089385475,0.63268156424581,13.883414295628,1441,40.045417,-75.17646,00:00:06
"18188",404,403,349,1.15759312320917,1.15472779369627,15.0431472081218,1182,40.008106,-75.14286,00:00:05
"18189",1057,597,800,1.32125,0.74625,14.2087378640777,1442,40.044361,-75.174751,00:00:08
"18190",533,398,513,1.03898635477583,0.775828460038986,14.3610533610534,1443,40.042102,-75.176826,00:00:04
"18191",1021,2320,1031,0.990300678952473,2.25024248302619,13.4430641821946,1449,40.040679,-75.178634,00:00:18
"18192",153,149,218,0.701834862385321,0.68348623853211,13.4584487534626,1444,40.039257,-75.18003,00:00:01
"18193",1023,669,829,1.23401688781665,0.806996381182147,12.8879191548002,2177,40.007972,-75.141868,00:00:05
"18194",1898,810,871,2.17910447761194,0.929965556831229,16.3181434599156,1185,40.007598,-75.138946,00:00:13
"18195",1370,704,812,1.6871921182266,0.866995073891626,16.8994082840237,1183,40.007335,-75.136962,00:00:12
"18196",83,84,119,0.697478991596639,0.705882352941177,17.140243902439,1148,40.006954,-75.134147,00:00:01
"18197",603,704,561,1.07486631016043,1.25490196078431,16.9292412617221,1173,40.007408,-75.125328,00:00:06
"18198",1026,811,756,1.35714285714286,1.07275132275132,17.0977891156463,1176,40.007179,-75.123619,00:00:10
"182",8859,10473,1249,7.09287429943955,8.38510808646918,14.8654743390358,1286,39.9608,-75.232818,00:00:46
"18201",484,606,574,0.843205574912892,1.05574912891986,17.0816326530612,1176,40.005859,-75.113632,00:00:06
"18202",55,42,34,1.61764705882353,1.23529411764706,17.061433447099,1172,40.005607,-75.111648,00:00:00
"18203",138,359,314,0.439490445859873,1.14331210191083,16.6206008583691,1165,40.005371,-75.107482,00:00:03
"18204",507,936,546,0.928571428571429,1.71428571428571,16.268479184367,1177,40.005447,-75.105453,00:00:06
"18205",510,1317,758,0.672823218997362,1.73746701846966,15.5785896346644,1177,40.005523,-75.103401,00:00:09
"18206",432,760,529,0.816635160680529,1.43667296786389,15.30204778157,1172,40.005596,-75.101188,00:00:05
"18207",157,830,549,0.285974499089253,1.51183970856102,15.211914893617,1175,40.013458,-75.068832,00:00:07
"18208",19212,1746,3170,6.06056782334385,0.550788643533123,10.0489924200407,5409,40.009494,-75.152755,00:00:21
"18210",338,1195,701,0.482168330955777,1.70470756062767,13.2236503856041,1167,40.016208,-75.061889,00:00:07
"18211",1499,848,1439,1.04169562195969,0.589298123697012,10.1869193608324,5382,40.009689,-75.154319,00:00:03
"18212",1206,1124,1434,0.841004184100418,0.783821478382148,10.4205967276227,4156,40.009902,-75.155868,00:00:04
"18213",966,1758,1664,0.580528846153846,1.05649038461538,8.74441499432033,5282,40.010105,-75.157447,00:00:03
"18214",1223,2440,1889,0.647432503970355,1.29168872419269,8.52061270801815,5288,40.010311,-75.159004,00:00:04
"18215",499,1092,1101,0.45322434150772,0.991825613079019,8.40538490709139,5274,40.010513,-75.160606,00:00:02
"18216",163,1151,910,0.179120879120879,1.26483516483516,9.74027542884755,4139,40.010749,-75.162475,00:00:02
"18217",687,2923,1842,0.372964169381107,1.58686210640608,9.19875180028805,4166,40.010932,-75.163887,00:00:07
"18218",18443,13223,7146,2.58088441085922,1.85040582143857,11.3768466941148,8258,40.010036,-75.166717,00:00:23
"18219",481,1325,973,0.494347379239466,1.3617677286742,13.6886102403344,2871,40.018009,-75.172576,00:00:04
"18220",345,518,454,0.759911894273128,1.14096916299559,13.6426825008732,2863,40.018623,-75.173377,00:00:01
"18221",1074,2431,1567,0.685386088066369,1.55137204850032,13.1907849829352,2930,40.019878,-75.174842,00:00:08
"18222",533,459,694,0.768011527377522,0.661383285302594,13.1817865832464,2877,40.021087,-75.173782,00:00:03
"18223",391,442,475,0.823157894736842,0.930526315789474,13.162247034194,2866,40.021884,-75.173049,00:00:02
"18224",996,1827,1349,0.738324684951816,1.35433654558933,12.7728361272665,2923,40.023433,-75.171585,00:00:05
"18225",684,1304,1043,0.655800575263663,1.25023969319271,12.479103343465,2632,40.024593,-75.170547,00:00:04
"18226",2202,3477,2096,1.05057251908397,1.65887404580153,12.1375553285666,2937,40.026096,-75.169166,00:00:11
"18227",1141,1415,1253,0.910614525139665,1.1292897047087,12.0975609756098,2993,40.027381,-75.168022,00:00:05
"18228",1598,1236,1441,1.1089521165857,0.857737682165163,12.2293823038397,2995,40.028369,-75.167098,00:00:06
"18229",1415,1252,1379,1.02610587382161,0.907904278462654,12.3058350100604,2982,40.029453,-75.168678,00:00:06
"18230",474,506,620,0.764516129032258,0.816129032258065,12.2791554959786,2984,40.030254,-75.170082,00:00:03
"18231",610,500,591,1.0321489001692,0.846023688663283,12.3267226890756,2975,40.030696,-75.17089,00:00:03
